Name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
"Hyundai Verna 1.6 SX CRDi (O)",2017,1050000,70000,Diesel,Dealer,Manual,"First Owner","22.32 kmpl","1582 CC","126.32 bhp","259.8Nm@ 1900-2750rpm",5
"Hyundai Xcent 1.2 CRDi SX",2017,550000,49000,Diesel,Dealer,Manual,"First Owner","25.4 kmpl","1186 CC","73.97 bhp","190.25nm@ 1750-2250rpm",5
"Hyundai Xcent 1.2 Kappa SX Option",2017,525000,29029,Petrol,Dealer,Manual,"First Owner","19.1 kmpl","1197 CC","82 bhp","114Nm@ 4000rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2625000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2625000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2625000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2625000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2625000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2625000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2625000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2625000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2625000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2625000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2625000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2625000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2711000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2711000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2711000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2711000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2711000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2711000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2711000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2711000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2711000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2711000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2711000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2711000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2711000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2711000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2711000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2711000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2711000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XE 2016-2019 2.0L Diesel Prestige",2017,2711000,9000,Diesel,Dealer,Automatic,"First Owner","13.6 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jaguar XF 2.0 Diesel Portfolio",2017,3200000,45000,Diesel,Dealer,Automatic,"First Owner","19.33 kmpl","1999 CC","177 bhp","430Nm@ 1750-2500rpm",5
"Jeep Compass 2.0 Limited Option",2017,1650000,69123,Diesel,Dealer,Manual,"First Owner","17.1 kmpl","1956 CC","170 bhp","350Nm@ 1750-2500rpm",5
"Mahindra Scorpio S4 7 Seater",2017,950000,61379,Diesel,Dealer,Manual,"First Owner","15.4 kmpl","2179 CC","120 bhp","280Nm@ 1800-2800rpm",7
"Mahindra Scorpio S4 Plus",2017,950000,52236,Diesel,Dealer,Manual,"First Owner","15.4 kmpl","2179 CC","120 bhp","280Nm@ 1800-2800rpm",7
"Mahindra Scorpio S4 Plus 4WD",2017,950000,54470,Diesel,Dealer,Manual,"First Owner","15.4 kmpl","2179 CC","120 bhp","280Nm@ 1800-2800rpm",7
"Mahindra TUV 300 mHAWK100 T8",2017,725000,40000,Diesel,Dealer,Manual,"First Owner","18.49 kmpl","1493 CC","100 bhp","240Nm@ 1600-2800rpm",7
"Mahindra XUV500 W10 2WD",2017,1100000,88754,Diesel,Dealer,Manual,"First Owner","16.0 kmpl","2179 CC","140 bhp","330Nm@ 1600-2800rpm",7
"Mahindra XUV500 W10 2WD",2017,1100000,88754,Diesel,Dealer,Manual,"First Owner","16.0 kmpl","2179 CC","140 bhp","330Nm@ 1600-2800rpm",7
"Mahindra XUV500 W6 2WD",2017,1150000,43526,Diesel,Dealer,Manual,"First Owner","16.0 kmpl","2179 CC","140 bhp","330Nm@ 1600-2800rpm",7
"Maruti Baleno Alpha CVT",2017,750000,51000,Petrol,Dealer,Automatic,"First Owner","19.56 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Baleno Delta",2017,620000,37000,Petrol,Dealer,Manual,"First Owner","21.01 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Baleno Delta 1.2",2017,600000,34000,Petrol,Dealer,Manual,"Second Owner","21.4 kmpl","1197 CC","83.1 bhp","115Nm@ 4000rpm",5
"Maruti Baleno Zeta Diesel",2017,752000,28000,Diesel,Dealer,Manual,"First Owner","27.39 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Celerio ZXI MT BSIV",2017,484999,10000,Petrol,Dealer,Manual,"First Owner","23.1 kmpl","998 CC","67.04 bhp","90Nm@ 3500rpm",5
"Maruti Celerio ZXI MT BSIV",2017,484999,10000,Petrol,Dealer,Manual,"First Owner","23.1 kmpl","998 CC","67.04 bhp","90Nm@ 3500rpm",5
"Maruti Ciaz 1.3 Alpha",2017,800000,28050,Diesel,Dealer,Manual,"First Owner","28.09 kmpl","1248 CC","88.5 bhp","200Nm@ 1750rpm",5
"Maruti Ciaz RS ZDi Plus SHVS",2017,844999,70000,Diesel,Dealer,Manual,"First Owner","28.09 kmpl","1248 CC","88.5 bhp","200Nm@ 1750rpm",5
"Maruti Ciaz RS ZDi Plus SHVS",2017,844999,70000,Diesel,Dealer,Manual,"First Owner","28.09 kmpl","1248 CC","88.5 bhp","200Nm@ 1750rpm",5
"Maruti Ciaz S 1.3",2017,810000,47747,Diesel,Dealer,Manual,"First Owner","28.09 kmpl","1248 CC","88.5 bhp","200Nm@ 1750rpm",5
"Maruti Ertiga SHVS VDI",2017,849000,44600,Diesel,Dealer,Manual,"First Owner","24.52 kmpl","1248 CC","88.5 bhp","200Nm@ 1750rpm",7
"Maruti Ertiga VDI",2017,725000,76000,Diesel,Dealer,Manual,"First Owner","25.47 kmpl","1248 CC","88.50 bhp","200Nm@ 1750rpm",7
"Maruti Ertiga ZDI Plus",2017,825000,79000,Diesel,Dealer,Manual,"First Owner","25.47 kmpl","1248 CC","88.50 bhp","200Nm@ 1750rpm",7
"Maruti Ertiga ZDI Plus",2017,825000,79000,Diesel,Dealer,Manual,"First Owner","25.47 kmpl","1248 CC","88.50 bhp","200Nm@ 1750rpm",7
"Maruti Ignis 1.2 AMT Alpha BSIV",2017,490000,57247,Petrol,Dealer,Automatic,"First Owner","20.89 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Ignis Zeta",2017,525000,29000,Petrol,Dealer,Manual,"First Owner","20.89 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Omni 8 Seater BSIV",2017,280000,32000,Petrol,Dealer,Manual,"First Owner","14.0 kmpl","796 CC","35 bhp","6.1kgm@ 3000rpm",5
"Maruti S-Cross 2017-2020 Sigma DDiS 200 SH",2017,750000,52289,Diesel,Dealer,Manual,"First Owner","25.1 kmpl","1248 CC","88.5 bhp","200Nm@ 1750rpm",5
"Maruti Swift Dzire AMT VXI",2017,600000,26634,Petrol,Dealer,Automatic,"First Owner","21.21 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift Dzire AMT ZDI Plus",2017,875000,30000,Diesel,Dealer,Automatic,"First Owner","28.4 kmpl","1248 CC","74.02 bhp","190Nm@ 2000rpm",5
"Maruti Swift Dzire Tour LDI",2017,520000,28832,Diesel,Dealer,Manual,"First Owner","23.4 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Swift Dzire Tour LDI",2017,520000,28832,Diesel,Dealer,Manual,"First Owner","23.4 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Swift Dzire VDI",2017,625000,70000,Diesel,Dealer,Manual,"First Owner","23.4 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Swift Dzire VDI Optional",2017,589000,41232,Diesel,Dealer,Manual,"First Owner","26.59 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Swift Dzire VDI Optional",2017,589000,41232,Diesel,Dealer,Manual,"First Owner","26.59 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Swift Dzire ZXI Plus BS IV",2017,700000,80000,Petrol,Dealer,Manual,"First Owner","22.0 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti Swift VDI Optional",2017,693000,58559,Diesel,Dealer,Manual,"First Owner","25.2 kmpl","1248 CC","74 bhp","190Nm@ 2000rpm",5
"Maruti Swift VXI Optional",2017,600000,24522,Petrol,Dealer,Manual,"First Owner","20.4 kmpl","1197 CC","81.80 bhp","113Nm@ 4200rpm",5
"Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma",2017,650000,44000,Diesel,Dealer,Manual,"First Owner","23.65 kmpl","1248 CC","88.5 bhp","200Nm@ 1750rpm",5
"Maruti SX4 S Cross 2015-2017 DDiS 200 Sigma",2017,650000,44000,Diesel,Dealer,Manual,"First Owner","23.65 kmpl","1248 CC","88.5 bhp","200Nm@ 1750rpm",5
"Maruti Vitara Brezza VDi",2017,750000,51777,Diesel,Dealer,Manual,"First Owner","24.3 kmpl","1248 CC","88.5 bhp","200Nm@ 1750rpm",5
"Maruti Vitara Brezza ZDi",2017,861000,61260,Diesel,Dealer,Manual,"First Owner","24.3 kmpl","1248 CC","88.5 bhp","200Nm@ 1750rpm",5
"Maruti Vitara Brezza ZDi Plus Dual Tone",2017,775000,32000,Diesel,Dealer,Manual,"First Owner","24.3 kmpl","1248 CC","88.5 bhp","200Nm@ 1750rpm",5
"Maruti Vitara Brezza ZDi Plus Dual Tone",2017,775000,32000,Diesel,Dealer,Manual,"First Owner","24.3 kmpl","1248 CC","88.5 bhp","200Nm@ 1750rpm",5
"Maruti Wagon R LXI BS IV",2017,352000,68850,Petrol,Dealer,Manual,"First Owner","18.9 kmpl","998 CC","67.1 bhp","90Nm@ 3500rpm",5
"Maruti Wagon R LXI BSIII",2017,340000,52412,Petrol,Dealer,Manual,"First Owner","18.9 kmpl","998 CC","67.1 bhp","90Nm@ 3500rpm",5
"Mercedes-Benz GLA Class 200 CDI SPORT",2017,2700000,23000,Diesel,Dealer,Automatic,"First Owner","17.9 kmpl","2143 CC","136 bhp","300Nm@ 1600-3000rpm",5
"Mercedes-Benz GLA Class 200 CDI SPORT",2017,2700000,23000,Diesel,Dealer,Automatic,"First Owner","17.9 kmpl","2143 CC","136 bhp","300Nm@ 1600-3000rpm",5
"Mercedes-Benz GLC 220d 4MATIC",2017,3300000,60000,Diesel,Dealer,Automatic,"First Owner","0.0 kmpl","1950 CC","194 bhp","400nm@ 2800rpm",5
"Mercedes-Benz New C-Class C 200 AVANTGARDE",2017,2700000,16000,Petrol,Dealer,Automatic,"First Owner","14.74 kmpl","1991 CC","181.04 bhp","300Nm@ 1200-1400rpm",5
"Mercedes-Benz New C-Class C 200 AVANTGARDE",2017,2700000,16000,Petrol,Dealer,Automatic,"First Owner","14.74 kmpl","1991 CC","181.04 bhp","300Nm@ 1200-1400rpm",5
"Mercedes-Benz S-Class S 350 CDI",2017,6000000,37000,Diesel,Dealer,Automatic,"First Owner","13.5 kmpl","2987 CC","254.79 bhp","620Nm@ 1600-2400rpm",5
"Mercedes-Benz S-Class S 350 CDI",2017,5850000,47000,Diesel,Dealer,Automatic,"First Owner","13.5 kmpl","2987 CC","282 bhp","490Nm@ 1600rpm",5
"Mercedes-Benz S-Class S 350 CDI",2017,6000000,37000,Diesel,Dealer,Automatic,"First Owner","13.5 kmpl","2987 CC","254.79 bhp","620Nm@ 1600-2400rpm",5
"Mercedes-Benz S-Class S 350 CDI",2017,6000000,37000,Diesel,Dealer,Automatic,"First Owner","13.5 kmpl","2987 CC","254.79 bhp","620Nm@ 1600-2400rpm",5
"Renault Duster 85PS Diesel RxL",2017,750000,48406,Diesel,Dealer,Manual,"First Owner","19.87 kmpl","1461 CC","83.8 bhp","200Nm@ 1750rpm",5
"Renault Duster RXZ 110PS AMT BSIV",2017,750000,20171,Diesel,Dealer,Automatic,"First Owner","19.87 kmpl","1461 CC","108.5 bhp","245Nm@ 1750rpm",5
"Renault KWID 1.0 RXT AMT Opt",2017,375000,20000,Petrol,Dealer,Automatic,"First Owner","22.0 kmpl","999 CC","67 bhp","91Nm@ 4250rpm",5
"Renault Lodgy 85PS RxL",2017,695000,34000,Diesel,Dealer,Manual,"First Owner","21.04 kmpl","1461 CC","83.8 bhp","200Nm@ 1900rpm",8
"Skoda Octavia Elegance 1.8 TSI AT",2017,1600000,33000,Petrol,Dealer,Automatic,"Second Owner","14.7 kmpl","1798 CC","177.5 bhp","250Nm@ 1250-5000rpm",5
"Skoda Rapid 1.5 TDI Ambition Plus",2017,750000,89000,Diesel,Dealer,Manual,"First Owner","21.14 kmpl","1498 CC","103.6 bhp","250Nm@ 1500-2500rpm",5
"Skoda Rapid 1.5 TDI AT Style Plus",2017,860000,31000,Diesel,Dealer,Automatic,"First Owner","21.66 kmpl","1498 CC","103.52 bhp","250Nm@ 1500-2500rpm",5
"Tata Hexa XE",2017,969999,26500,Diesel,Dealer,Manual,"First Owner","17.6 kmpl","2179 CC","147.94 bhp","320Nm@ 1500-3000rpm",7
"Tata Hexa XTA",2017,1295000,58000,Diesel,Dealer,Automatic,"First Owner","17.6 kmpl","2179 CC","153.86 bhp","400Nm@ 1750-2500rpm",7
"Tata Nexon 1.5 Revotorq XZ Plus",2017,919999,26766,Diesel,Dealer,Manual,"First Owner","21.5 kmpl","1497 CC","108.5 bhp","260Nm@ 1500-2750rpm",5
"Tata Tiago XT",2017,440000,57000,Petrol,Dealer,Manual,"First Owner","23.84 kmpl","1199 CC","84.48 bhp","113Nm@ 3300rpm",5
"Tata Tigor 1.2 Revotron XZA",2017,525000,19723,Petrol,Dealer,Automatic,"First Owner","20.3 kmpl","1199 CC","84 bhp","114Nm@ 3500rpm",5
"Tata Tigor 1.2 Revotron XZA",2017,525000,19723,Petrol,Dealer,Automatic,"First Owner","20.3 kmpl","1199 CC","84 bhp","114Nm@ 3500rpm",5
"Toyota Corolla Altis 1.8 VL AT",2017,1450000,7000,Petrol,Dealer,Automatic,"Second Owner","14.53 kmpl","1794 CC","138.1 bhp","173Nm@ 4000rpm",5
"Toyota Corolla Altis 1.8 VL AT",2017,1450000,7000,Petrol,Dealer,Automatic,"Second Owner","14.53 kmpl","1794 CC","138.1 bhp","173Nm@ 4000rpm",5
"Toyota Fortuner 4x4 AT",2017,2750000,60000,Diesel,Dealer,Automatic,"Second Owner","12.55 kmpl","2982 CC","168.5 bhp","360Nm@ 1400-3200rpm",7
"Toyota Innova Crysta 2.4 GX MT BSIV",2017,1750000,23000,Diesel,Dealer,Manual,"First Owner","13.68 kmpl","2393 CC","147.8 bhp","343Nm@ 1400-2800rpm",7
"Toyota Innova Crysta 2.4 VX MT",2017,1750000,98000,Diesel,Dealer,Manual,"First Owner","13.68 kmpl","2393 CC","147.51 bhp","343Nm@ 1400-2800rpm",7
"Toyota Innova Crysta 2.4 VX MT 8S BSIV",2017,1789999,36000,Diesel,Dealer,Manual,"First Owner","13.68 kmpl","2393 CC","147.8 bhp","343Nm@ 1400-2800rpm",8
"Toyota Innova Crysta 2.4 ZX MT BSIV",2017,1748999,33019,Diesel,Dealer,Manual,"First Owner","13.68 kmpl","2393 CC","147.8 bhp","343Nm@ 1400-2800rpm",7
"Toyota Innova Crysta 2.8 GX AT BSIV",2017,1390000,98000,Diesel,Dealer,Automatic,"First Owner","11.36 kmpl","2755 CC","171.5 bhp","360Nm@ 1200-3400rpm",7
"Toyota Innova Crysta 2.8 GX AT BSIV",2017,1465000,62000,Diesel,Dealer,Automatic,"First Owner","11.36 kmpl","2755 CC","171.5 bhp","360Nm@ 1200-3400rpm",7
"Toyota Innova Crysta 2.8 ZX AT BSIV",2017,1850000,18890,Diesel,Dealer,Automatic,"First Owner","11.36 kmpl","2755 CC","171.5 bhp","360Nm@ 1200-3400rpm",7
"Toyota Innova Crysta 2.8 ZX AT BSIV",2017,1850000,18890,Diesel,Dealer,Automatic,"First Owner","11.36 kmpl","2755 CC","171.5 bhp","360Nm@ 1200-3400rpm",7
"Volkswagen Ameo 1.2 MPI Highline Plus 16",2017,650000,18816,Petrol,Dealer,Manual,"First Owner","17.0 kmpl","1198 CC","73.75 bhp","110Nm@ 3750rpm",5
"Volkswagen Ameo 1.5 TDI Comfortline",2017,700000,40906,Diesel,Dealer,Manual,"First Owner","21.66 kmpl","1498 CC","108.62 bhp","250Nm@ 1500-3000rpm",5
"Audi A4 35 TDI Premium Plus",2016,1898999,46000,Diesel,Dealer,Automatic,"First Owner","18.25 kmpl","1968 CC","187.74 bhp","400Nm@ 1750-3000rpm",5
"Audi A4 35 TDI Premium Plus",2016,2450000,30000,Diesel,Dealer,Automatic,"First Owner","18.25 kmpl","1968 CC","187.74 bhp","400Nm@ 1750-3000rpm",5
"Audi Q3 2.0 TDI Quattro Premium Plus",2016,2375000,30000,Diesel,Dealer,Automatic,"First Owner","15.73 kmpl","1968 CC","174.33 bhp","380Nm@ 1750-2500rpm",5
"BMW 3 Series 320d Luxury Line",2016,2150000,30000,Diesel,Dealer,Automatic,"First Owner","22.69 kmpl","1995 CC","190 bhp","400Nm@ 1750-2500rpm",5
"BMW 3 Series 320d Luxury Line",2016,2150000,30000,Diesel,Dealer,Automatic,"First Owner","22.69 kmpl","1995 CC","190 bhp","400Nm@ 1750-2500rpm",5
